event_name,ebase_id,event_type
"French Flash Services PMI",269,"Business"
"German Flash Manufacturing PMI",266,"Business"
"German Flash Services PMI",267,"Business"
"Flash Manufacturing PMI",263,"Business"
"Flash Services PMI",244,"Business"
"Flash Manufacturing PMI",837,"Business"
"Flash Services PMI",836,"Business"
"Flash Manufacturing PMI",552,"Business"
"Flash Services PMI",583,"Business"
"German ifo Business Climate",316,"Business"
"CBI Industrial Order Expectations",331,"Business"
"Belgian NBB Business Climate",317,"Business"
"Richmond Manufacturing Index",186,"Business"
"CBI Realized Sales",329,"Business"
"ANZ Business Confidence",319,"Business"
"Manufacturing PMI",449,"Business"
"Non-Manufacturing PMI",520,"Business"
"Chicago PMI",189,"Business"
"NZIER Business Confidence",318,"Business"
"Tankan Manufacturing Index",312,"Business"
"Tankan Non-Manufacturing Index",327,"Business"
"Final Manufacturing PMI",274,"Business"
"RatingDog Manufacturing PMI",448,"Business"
"Spanish Manufacturing PMI",557,"Business"
"Manufacturing PMI",273,"Business"
"Italian Manufacturing PMI",547,"Business"
"French Final Manufacturing PMI",617,"Business"
"German Final Manufacturing PMI",618,"Business"
"Final Manufacturing PMI",264,"Business"
"Final Manufacturing PMI",249,"Business"
"Final Manufacturing PMI",553,"Business"
"ISM Manufacturing PMI",252,"Business"
"ISM Manufacturing Prices",255,"Business"
"Manufacturing PMI",629,"Business"
"RatingDog Services PMI",591,"Business"
"Spanish Services PMI",558,"Business"
"Italian Services PMI",548,"Business"
"French Final Services PMI",619,"Business"
"German Final Services PMI",620,"Business"
"Final Services PMI",265,"Business"
"Final Services PMI",250,"Business"
"Final Services PMI",584,"Business"
"ISM Services PMI",253,"Business"
"Construction PMI",251,"Business"
"NAB Business Confidence",323,"Business"
"NFIB Small Business Index",570,"Business"
"Ivey PMI",254,"Business"
"BusinessNZ Manufacturing Index",149,"Business"
"BusinessNZ Services Index",852,"Business"
"Empire State Manufacturing Index",207,"Business"
"NAB Quarterly Business Confidence",248,"Business"
"Philly Fed Manufacturing Index",325,"Business"
"NAHB Housing Market Index",162,"Business"
"Richmond Manufacturing Index",186,"Business"
"Flash Manufacturing PMI",817,"Business"
"Flash Services PMI",818,"Business"
"Flash Manufacturing PMI",595,"Business"
"French Flash Manufacturing PMI",268,"Business"
"French Flash Services PMI",269,"Business"
"German Flash Manufacturing PMI",266,"Business"
"German Flash Services PMI",267,"Business"
"Flash Manufacturing PMI",263,"Business"
"Flash Services PMI",244,"Business"
"Flash Manufacturing PMI",837,"Business"
"Flash Services PMI",836,"Business"
"CBI Industrial Order Expectations",331,"Business"
"Flash Manufacturing PMI",552,"Business"
"Flash Services PMI",583,"Business"
"German ifo Business Climate",316,"Business"
"Belgian NBB Business Climate",317,"Business"
"CBI Realized Sales",329,"Business"
"ANZ Business Confidence",319,"Business"
"Manufacturing PMI",449,"Business"
"Non-Manufacturing PMI",520,"Business"
"Chicago PMI",189,"Business"
"Final Manufacturing PMI",274,"Business"
"RatingDog Manufacturing PMI",448,"Business"
"BOE Gov Bailey Speaks",838,"Speeches"
"MPC Member Pill Speaks",850,"Speeches"
"MPC Member Pill Speaks",850,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"RBA Assist Gov Hunter Speaks",907,"Speeches"
"RBA Gov Bullock Speaks",671,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"RBA Deputy Gov Hauser Speaks",904,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"RBNZ Gov Orr Speaks",723,"Speeches"
"RBNZ Gov Orr Speaks",723,"Speeches"
"RBNZ Gov Orr Speaks",723,"Speeches"
"FOMC Member Musalem Speaks",911,"Speeches"
"FOMC Member Harker Speaks",649,"Speeches"
"RBA Gov Bullock Speaks",671,"Speeches"
"RBNZ Gov Orr Speaks",723,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"SNB Chairman Jordan Speaks",514,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"FOMC Member Collins Speaks",882,"Speeches"
"FOMC Member Harker Speaks",649,"Speeches"
"BOJ Gov Ueda Speaks",892,"Speeches"
"BOJ Gov Ueda Speaks",892,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"Fed Chair Powell Speaks",717,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"FOMC Member Harker Speaks",649,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"MPC Member Mann Speaks",848,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"SNB Chairman Jordan Speaks",514,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"RBA Gov Bullock Speaks",671,"Speeches"
"RBA Gov Bullock Speaks",671,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"MPC Member Breeden Speaks",899,"Speeches"
"BOC Gov Macklem Speaks",840,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"RBA Assist Gov Hunter Speaks",907,"Speeches"
"SNB Chairman Jordan Speaks",514,"Speeches"
"FOMC Member Logan Speaks",890,"Speeches"
"Gov Council Member Rogers Speaks",847,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"Gov Council Member Vincent Speaks",896,"Speeches"
"MPC Member Mann Speaks",848,"Speeches"
"BOC Gov Macklem Speaks",840,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"FOMC Member Harker Speaks",649,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"FOMC Member Kashkari Speaks",651,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Kashkari Speaks",651,"Speeches"
"BOJ Gov Ueda Speaks",892,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"BOC Gov Macklem Speaks",840,"Speeches"
"MPC Member Greene Speaks",894,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"FOMC Member Collins Speaks",882,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"Fed Chair Powell Speaks",717,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"FOMC Member Cook Speaks",886,"Speeches"
"Treasury Sec Yellen Speaks",845,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"FOMC Member Kashkari Speaks",651,"Speeches"
"FOMC Member Cook Speaks",886,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"Fed Chair Powell Speaks",717,"Speeches"
"MPC Member Greene Speaks",894,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"MPC Member Pill Speaks",850,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"FOMC Member Cook Speaks",886,"Speeches"
"SNB Chairman Schlegel Speaks",915,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"FOMC Member Collins Speaks",882,"Speeches"
"FOMC Member Hammack Speaks",913,"Speeches"
"FOMC Member Musalem Speaks",911,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Schmid Speaks",912,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"MPC Member Pill Speaks",850,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"FOMC Member Kashkari Speaks",651,"Speeches"
"FOMC Member Musalem Speaks",911,"Speeches"
"RBA Deputy Gov Hauser Speaks",904,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"FOMC Member Collins Speaks",882,"Speeches"
"FOMC Member Jefferson Speaks",881,"Speeches"
"RBA Assist Gov Kent Speaks",521,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"FOMC Member Logan Speaks",890,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Jefferson Speaks",881,"Speeches"
"FOMC Member Collins Speaks",882,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"RBA Assist Gov Hunter Speaks",907,"Speeches"
"FOMC Member Cook Speaks",886,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"Gov Board Member Martin Speaks",903,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Logan Speaks",890,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"RBNZ Gov Orr Speaks",723,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"MPC Member Dhingra Speaks",875,"Speeches"
"FOMC Member Kashkari Speaks",651,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"FOMC Member Kashkari Speaks",651,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"RBA Assist Gov Hunter Speaks",907,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"Treasury Sec Yellen Speaks",845,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"RBA Deputy Gov Hauser Speaks",904,"Speeches"
"FOMC Member Logan Speaks",890,"Speeches"
"FOMC Member Kashkari Speaks",651,"Speeches"
"FOMC Member Schmid Speaks",912,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"MPC Member Greene Speaks",894,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"FOMC Member Harker Speaks",649,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"MPC Member Breeden Speaks",899,"Speeches"
"MPC Member Breeden Speaks",899,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"RBNZ Gov Orr Speaks",723,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"FOMC Member Hammack Speaks",913,"Speeches"
"MPC Member Mann Speaks",848,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"FOMC Member Collins Speaks",882,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"BOC Gov Macklem Speaks",840,"Speeches"
"SNB Chairman Schlegel Speaks",915,"Speeches"
"BOC Gov Macklem Speaks",840,"Speeches"
"SNB Chairman Schlegel Speaks",915,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"BOC Gov Macklem Speaks",840,"Speeches"
"MPC Member Breeden Speaks",899,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"Gov Council Member Rogers Speaks",847,"Speeches"
"RBNZ Gov Orr Speaks",723,"Speeches"
"RBA Gov Bullock Speaks",671,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"Gov Council Member Kozicki Speaks",849,"Speeches"
"FOMC Member Musalem Speaks",911,"Speeches"
"Gov Board Member Martin Speaks",903,"Speeches"
"Gov Council Member Gravelle Speaks",835,"Speeches"
"MPC Member Pill Speaks",850,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"MPC Member Pill Speaks",850,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Kashkari Speaks",651,"Speeches"
"FOMC Member Harker Speaks",649,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"MPC Member Mann Speaks",848,"Speeches"
"FOMC Member Kashkari Speaks",651,"Speeches"
"FOMC Member Logan Speaks",890,"Speeches"
"FOMC Member Musalem Speaks",911,"Speeches"
"FOMC Member Schmid Speaks",912,"Speeches"
"RBA Gov Bullock Speaks",671,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"MPC Member Mann Speaks",848,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"Fed Chair Powell Speaks",717,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"FOMC Member Collins Speaks",882,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"BOJ Gov Ueda Speaks",892,"Speeches"
"RBA Assist Gov Kent Speaks",521,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"MPC Member Greene Speaks",894,"Speeches"
"FOMC Member Schmid Speaks",912,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"MPC Member Ramsden Speaks",689,"Speeches"
"FOMC Member Cook Speaks",886,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"FOMC Member Collins Speaks",882,"Speeches"
"BOJ Gov Ueda Speaks",892,"Speeches"
"RBA Gov Bullock Speaks",671,"Speeches"
"FOMC Member Hammack Speaks",913,"Speeches"
"MPC Member Mann Speaks",848,"Speeches"
"Gov Board Member Tschudin Speaks",914,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Hammack Speaks",913,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"SNB Chairman Schlegel Speaks",915,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"MPC Member Lombardelli Speaks",908,"Speeches"
"MPC Member Dhingra Speaks",875,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"Gov Council Member Mendes Speaks",897,"Speeches"
"MPC Member Pill Speaks",850,"Speeches"
"President Biden Speaks",841,"Speeches"
"RBA Gov Bullock Speaks",671,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"SNB Chairman Schlegel Speaks",915,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"RBNZ Gov Orr Speaks",723,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"FOMC Member Musalem Speaks",911,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"Fed Chair Powell Speaks",717,"Speeches"
"MPC Member Greene Speaks",894,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Hammack Speaks",913,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"MPC Member Ramsden Speaks",689,"Speeches"
"RBA Deputy Gov Hauser Speaks",904,"Speeches"
"RBA Assist Gov Hunter Speaks",907,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"BOC Gov Macklem Speaks",840,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"BOJ Gov Ueda Speaks",892,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"FOMC Member Cook Speaks",886,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"FOMC Member Collins Speaks",882,"Speeches"
"FOMC Member Harker Speaks",649,"Speeches"
"MPC Member Breeden Speaks",899,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Schmid Speaks",912,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"MPC Member Breeden Speaks",899,"Speeches"
"FOMC Member Schmid Speaks",912,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Kashkari Speaks",651,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"MPC Member Taylor Speaks",916,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"Gov Council Member Gravelle Speaks",835,"Speeches"
"President Trump Speaks",645,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"President Trump Speaks",645,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"SNB Chairman Schlegel Speaks",915,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"FOMC Member Musalem Speaks",911,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"President Trump Speaks",645,"Speeches"
"FOMC Member Jefferson Speaks",881,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"FOMC Member Jefferson Speaks",881,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"FOMC Member Logan Speaks",890,"Speeches"
"MPC Member Pill Speaks",850,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"President Trump Speaks",645,"Speeches"
"MPC Member Mann Speaks",848,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"FOMC Member Hammack Speaks",913,"Speeches"
"Fed Chair Powell Testifies",731,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"President Trump Speaks",645,"Speeches"
"MPC Member Greene Speaks",894,"Speeches"
"Fed Chair Powell Testifies",731,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"President Trump Speaks",645,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"President Trump Speaks",645,"Speeches"
"President Trump Speaks",645,"Speeches"
"FOMC Member Logan Speaks",890,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"FOMC Member Harker Speaks",649,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"President Trump Speaks",645,"Speeches"
"President Trump Speaks",645,"Speeches"
"RBNZ Gov Orr Speaks",723,"Speeches"
"President Trump Speaks",645,"Speeches"
"FOMC Member Jefferson Speaks",881,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"FOMC Member Musalem Speaks",911,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"RBA Gov Bullock Speaks",671,"Speeches"
"President Trump Speaks",645,"Speeches"
"FOMC Member Jefferson Speaks",881,"Speeches"
"BOC Gov Macklem Speaks",840,"Speeches"
"President Trump Speaks",645,"Speeches"
"MPC Member Lombardelli Speaks",908,"Speeches"
"Gov Council Member Gravelle Speaks",835,"Speeches"
"MPC Member Ramsden Speaks",689,"Speeches"
"MPC Member Dhingra Speaks",875,"Speeches"
"President Trump Speaks",645,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Logan Speaks",890,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"MPC Member Pill Speaks",850,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"President Trump Speaks",645,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"MPC Member Dhingra Speaks",875,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Schmid Speaks",912,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"FOMC Member Hammack Speaks",913,"Speeches"
"FOMC Member Harker Speaks",649,"Speeches"
"President Trump Speaks",645,"Speeches"
"MPC Member Ramsden Speaks",689,"Speeches"
"President Trump Speaks",645,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Musalem Speaks",911,"Speeches"
"President Trump Speaks",645,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"RBA Deputy Gov Hauser Speaks",904,"Speeches"
"BOJ Gov Ueda Speaks",892,"Speeches"
"President Trump Speaks",645,"Speeches"
"RBNZ Gov Orr Speaks",723,"Speeches"
"FOMC Member Harker Speaks",649,"Speeches"
"MPC Member Mann Speaks",848,"Speeches"
"President Trump Speaks",645,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"President Trump Speaks",645,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"Fed Chair Powell Speaks",717,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"President Trump Speaks",645,"Speeches"
"President Trump Speaks",645,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"President Trump Speaks",645,"Speeches"
"RBA Assist Gov Hunter Speaks",907,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"President Trump Speaks",645,"Speeches"
"BOC Gov Macklem Speaks",840,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"President Trump Speaks",645,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"FOMC Member Kashkari Speaks",651,"Speeches"
"FOMC Member Musalem Speaks",911,"Speeches"
"President Trump Speaks",645,"Speeches"
"President Trump Speaks",645,"Speeches"
"MPC Member Dhingra Speaks",875,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"MPC Member Greene Speaks",894,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"RBA Assist Gov Kent Speaks",521,"Speeches"
"President Trump Speaks",645,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"Gov Board Member Tschudin Speaks",914,"Speeches"
"FOMC Member Jefferson Speaks",881,"Speeches"
"FOMC Member Cook Speaks",886,"Speeches"
"Fed Chair Powell Speaks",717,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"MPC Member Lombardelli Speaks",908,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"President Trump Speaks",645,"Speeches"
"BOJ Gov Ueda Speaks",892,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"RBA Gov Bullock Speaks",671,"Speeches"
"MPC Member Breeden Speaks",899,"Speeches"
"FOMC Member Logan Speaks",890,"Speeches"
"FOMC Member Bowman Speaks",812,"Speeches"
"FOMC Member Schmid Speaks",912,"Speeches"
"Gov Board Member Tschudin Speaks",914,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Harker Speaks",649,"Speeches"
"FOMC Member Musalem Speaks",911,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
"MPC Member Greene Speaks",894,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"FOMC Member Harker Speaks",649,"Speeches"
"FOMC Member Bostic Speaks",725,"Speeches"
"FOMC Member Cook Speaks",886,"Speeches"
"FOMC Member Hammack Speaks",913,"Speeches"
"Fed Chair Powell Speaks",717,"Speeches"
"FOMC Member Schmid Speaks",912,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"FOMC Member Daly Speaks",807,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Jefferson Speaks",881,"Speeches"
"FOMC Member Harker Speaks",649,"Speeches"
"ECB President Lagarde Speaks",832,"Speeches"
"FOMC Member Kashkari Speaks",651,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"MPC Member Pill Speaks",850,"Speeches"
"FOMC Member Goolsbee Speaks",889,"Speeches"
"FOMC Member Waller Speaks",839,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"MPC Member Breeden Speaks",899,"Speeches"
"FOMC Member Hammack Speaks",913,"Speeches"
"German Buba President Nagel Speaks",851,"Speeches"
"MPC Member Lombardelli Speaks",908,"Speeches"
"FOMC Member Kashkari Speaks",651,"Speeches"
"SNB Chairman Schlegel Speaks",915,"Speeches"
"MPC Member Greene Speaks",894,"Speeches"
"RBA Assist Gov Kent Speaks",521,"Speeches"
"MPC Member Ramsden Speaks",689,"Speeches"
"Gov Board Member Martin Speaks",903,"Speeches"
"President Trump Speaks",645,"Speeches"
"President Trump Speaks",645,"Speeches"
"SNB Chairman Schlegel Speaks",915,"Speeches"
"RBNZ Gov Hawkesby Speaks",919,"Speeches"
"Gov Board Member Tschudin Speaks",914,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"President Trump Speaks",645,"Speeches"
"BOE Gov Bailey Speaks",838,"Speeches"
"FOMC Member Barr Speaks",880,"Speeches"
"FOMC Member Kugler Speaks",901,"Speeches"
"MPC Member Pill Speaks",850,"Speeches"
"FOMC Member Barkin Speaks",728,"Speeches"
"FOMC Member Williams Speaks",518,"Speeches"
